,Lyrics,labels
107,I said are you ready Uh Yeah hey Come on hey hey hey hey hey Let's do it Are you ready Whoa-whoa-yeah Whoa-whoa-yeah All my ladies Lets do it Come on I know the girls inside there wanna get on with the ladies But there are always fellas there to stir and make you crazy They try to get you flaky Can't find no buts no maybes You think that girl's a traitor But that man's the instigator Turning up with your jewellery on Making moves with your lipstick on Want some of that cushy stuff Whoa---whoa-ooh Lets jump when the music's on All my girls living up till dawn Want a little bit sing this song Whoa-whoa-ooh Why do you think that every girl out theres your enemy You're looking at her with the green eyed filled with jealousy It's not the way its supposed to be So c'mon ladies dance with me And I'll tell ya No n-n-n-n-n-no no no no no no no NO Turing up with your jewellery on (Oh yeah) Making moves with your lipstick on Want some of that cushy stuff Whoa---whoa-ooh Lets jump when the music's on All my girls living up till dawn Want a little bit sing this song Whoa-whoa-ooh Whoa Mmm Feel the rhythm in your body Gotta lose control All the ladies get together We'll be on a roll Feel it in your soul If you wanna get on down Then its time to look around We're all the same Yeah You gotta think about it You're beating up yourself (Yeah yeah yeah) Turing up with your jewellery on Making moves with your lipstick on Want some of that cushy stuff Whoa---whoa-ooh Lets jump when the music's on All my girls living up till dawn Want a little bit sing this song Whoa-whoa-ooh Turing up with your jewellery on Making moves with your lipstick on Want some of that cushy stuff Whoa-whoa-ooh Lets jump when the music's on All my girls living up till dawn Want a little bit sing this song Whoa-whoa-ooh Whoa-Whoa-Yeah Whoa-Whoa-Yeah Want some of that cushy stuff (Whoa Whoa Ooh) Whoa-Whoa-Yeah Whoa-Whoa-Yeah One of them better sing this song,1
108,Listen to the song here in my heart A melody I start but can't complete Listen to the sound from deep within It's only beginning To find release Oh the time has come For my dreams to be heard They will not be pushed aside and turned Into your own All cause you won't Listen Listen I am alone at a crossroads I'm not at home in my own home And I've tried and tried To say what's on my mind You should have known Oh now I'm done believing you You don't know what I'm feeling I'm more than what you made of me I followed the voice you gave to me But now I gotta find my own You should have listened There is someone here inside Someone I'd thought had died So long ago Oh I'm screaming out and my dreams will be heard They will not be pushed aside or worked Into your own All cause you won't Listen Listen I am alone at a crossroads I'm not at home in my own home And I've tried and tried To say what's on my mind You should have known Oh now I'm done believing you You don't know what I'm feeling I'm more than what you made of me I followed the voice you gave to me But now I gotta find my own I don't know where I belong But I'll be moving on If you don't If you won't Listen to the song here in my heart A melody I start But I will complete Oh now I'm done believing you You don't know what I'm feeling I'm more than what you've made of me I followed the voice you think you gave to me But now I gotta find my own My own,1
109,No one likes looking at you  Your lack of ego offends male mentality  They need your innocence  To steal vacant love and to destroy  Your beauty and virginity used like toys   My mind is dead everybody loves me  Wants a slice of me  Hopelessly passive and compatible  Need to belong oh the roads are scary  So hold me in your arms  I wanna be your only possession  Used used used by men Used used used by men  All they leave behind is money  Paper made out of broken twisted trees  Your pretty face offends  Because it's something real that I can't touch  Eyes skin bone contour language as a flower   No god reached me faded films and loving books  Black and white TV  All the world does not exist for me  If I'm starving you can feed me lollipops  Your diet will crush me  My life just an old man's memory  Little baby nothing  Loveless slavery lips kissing empty  Dress your life in loathing  Breaking your mind with Barbie Doll futility   Little baby nothing  Sexually free made-up to breakup  Assassinated beauty  Moths broken up quenched at last  The vermin allowed a thought to pass them by   You are pure you are snow  We are the useless sluts that they mould  Rock 'n' roll is our epiphany  Culture alienation boredom and despair   You are pure you are snow  We are the useless sluts that they mould  Rock 'n' roll is our epiphany  Culture alienation boredom and despair ,1
110,She lives in the shadow of a lonely girl Voice so quiet you don't hear a word Always talking but she can't be heard You can see there if you catch her eye I know she's brave but it's trapped inside Scared to talk but she don't know why Wish I knew back then What I know now Wish I could somehow Go back in time and maybe listen to my own advice I'd tell her to speak up tell her to shout out Talk a bit louder be a bit prouder Tell her she's beautiful wonderful Everything she doesn't see You gotta speak up you gotta shout out And know that right here right now You can be beautiful wonderful Anything you wanna be Little me Yeah you got a lot of time to act your age You can't write a book from a single page Hands on the clock only turn one way (Yeah) Run too fast and you'll risk it all Can't be afraid to take a fall Felt so big but she looks so small Wish I knew back then What I know now Wish I could somehow Go back in time and maybe listen to my own advice I'd tell her to speak up tell her to shout out Talk a bit louder be a bit prouder Tell her she's beautiful wonderful Everything she doesn't see (Know that right here right now) You gotta speak up you gotta shout out And know that right here right now You can be beautiful wonderful Anything you wanna be oh Little me Little me yeah Tell you one thing I would say to her I'd tell her to speak up tell her to shout out Talk a bit louder be a bit prouder Tell her she's beautiful wonderful Everything she doesn't see You gotta speak up you gotta shout out And know that right here right now You can be beautiful wonderful Anything you wanna be I'd tell her to speak up tell her to shout out Talk a bit louder be a bit prouder Tell her she's beautiful wonderful Everything she doesn't see You gotta speak up you gotta shout out And know that right here right now You can be beautiful wonderful Anything you wanna be Tell you one thing I would say to her I'd tell her to speak up tell her to shout out Talk a bit louder be a bit prouder Tell her she's beautiful wonderful Everything she doesn't see You gotta speak up you gotta shout out And know that right here right now You can be beautiful wonderful Anything you wanna be Little me,1
111,Live it up up I Live it up up I Live it up up I A thousand people stood in line To hear a couple words of mine Afraid I would miss a beat And everyone is watching me I don't know why I'm still afraid It's not like it was yesterday I'm the one stopping me From all the I want to be It's ridiculous The stars are inconspicuous I told myself this can't be how I think It's irrational It seems so supernatural I'm happy every after all I've seen I'm unstoppable I drop kick impossible I live it up live it up up I I live it up live it up up I I break down the walls I back hand and smash em all I live it up live it up up I I live it up live it up up I Live it up up I Live it up up I Don't know why my stomach drops Like jumping off a mountain top I used to be fearless when I had my safety net Wake up my heart is beating fast 'Cause I ain't got no strings attached Free to go anywhere everywhere It's just that I don't know where It's ridiculous There thoughts are inconspicuous I told myself this can't be how I think It's irrational It seems so supernatural I'm happy every after all I've seen I'm unstoppable I drop kick impossible I live it up live it up up I Live it up live it up up I I break down the walls I back up smashing ball I live it up live it up up I Live it up live it up up I Live it up up I Live it up up I No I'm not afraid No I'm not afraid Live it up up I (No I'm not afraid) No yeah yeah I'm unstoppable I drop kick impossible I live it up live it up up I Live it up live it up up I I break down the walls I back hand and smash em all I live it up live it up up I I live it up live it up up I Live it up live it up baby Live it up live it up baby Live it up live it up baby Live it up live it up baby Live it up live it up baby Live it up live it up baby Live it up live it up baby,1
112,"Look at y'all niggas... Niggas Look at y'all niggas... Niggas  Look at y'all smokin' ass niggas After every pull niggas start chokin' ass niggas Nigga-nigga Look at y'all bitch ass niggas Stop lyin' on your dick ass niggas Nigga-nigga Look at y'all lookin' ass niggas Stop lookin' at my ass ass niggas Look at y'all lyin' ass niggas Talkin' 'bout ""It's paid off"" but it's financed lyin' ass nigga Bunch of non-mogul ass niggas Frontin' like they got a plan Boost Mobile ass nigga Nigga nigga look at y'all Can't get a job so you plottin' how to rob ass niggas I ain't gotta check for y'all But if I'ma check for y'all I'ma need a check from y'all niggas I 'on't want sex give a fuck about your ex I 'on't even want a text from y'all niggas I'm rapin' you niggas Look at this pic look what the fuck I gave to you niggas Ain't feelin' these niggas Niggas want my time call me Clinton I'm billin' these niggas  All I know is there should be no reason All I know is there should be no reason All I all I know is there should be All I know All I all I know is there should be no reason All I know you know it and you know it Look at what reason  Look at y'all sharin' one bottle in the club One bottle full of bub' ass niggas Look at y'all not havin' game ass niggas Y'all niggas share a chain ass niggas Same cup in the hand ass nigga In the club with a credit card scam ass nigga No dick in the pants ass nigga I be damned if I fuck a non-man ass nigga I will I will I will never fuck a non-man ass nigga I would never lie Even if that nigga flew me and my bitches all the way out to Dubai Pussy you tried pussy ass nigga you lie Pussy ass nigga you high Bitch I'm me hundred on the wrist I ski Art on the wall Basqui fuck who see Look at you fake dope dealers Know real niggas that be movin' weight in them villas Talkin' 'bout ki's say it's ki's in the van But he really move grams and he split it with his man's  All I know is there should be no reason All I know is there should be no reason All I all I know is there should be All I know All I all I know is there should be no reason All I know you know it and you know it Look at what reason ",1
114,When I get chills at night I feel it deep inside without you yeah Know how to satisfy Keeping that tempo right without you yeah Pictures in my mind on replay I'm gonna touch the pain away I know how to scream my own name Scream my name I love me! Gonna love myself no I don't need anybody else (Hey) Gonna love myself no I don't need anybody else I love me! Can't help myself no I don't need anybody else Anytime day or night I love me! Gonna love myself no I don't need anybody else (Hey) Gonna love myself no I don't need anybody else I love me! Can't help myself no I don't need anybody else Anytime that I like I love me! I'll take it nice and slow Feeling good on my own without you yeah Got me speaking in tongues The beautiful it comes without you yeah I'm gonna put my body first And love me so hard 'til it hurts I know how to scream out the words Scream the words I love me! Gonna love myself no I don't need anybody else (Hey) Gonna love myself no I don't need anybody else I love me! Can't help myself no I don't need anybody else Anytime day or night I love me! Gonna love myself no I don't need anybody else (Hey) Gonna love myself no I don't need anybody else I love me! Can't help myself no I don't need anybody else Anytime that I like I love me! Ah la la la la la la la la Ah la la la la la la la la Ah la la la la la la la la Anytime that I like (I love) I know how to scream my own name Scream my name I love me! Gonna love myself no I don't need anybody else (Hey) Gonna love myself no I don't need anybody else I love me! Can't help myself no I don't need anybody else Anytime day or night I love me! Gonna love myself no I don't need anybody else (Hey) Gonna love myself no I don't need anybody else I love me! Can't help myself no I don't need anybody else Anytime that I like I love me! Ah la la la la la la la la Ah la la la la la la la la Ah la la la la la la la la Anytime that I like I love me!,1
115,I live my day as if it was the last Live my day as if there was no past Doin' it all night all summer Doin' it the way I wanna Yeah I'm a dance my heart out 'til the dawn But I won't be done when morning comes Doin' it all night all summer Gonna spend it like no other It was a crush But I couldn't couldn't get enough It was a rush But I gave it up It was a crush Now I might have went and said too much But that's all it was So I gave it up I live my day as if it was the last Live my day as if there was no past Doin' it all night all summer Doin' it the way I wanna Yeah I'm a dance my heart out 'til the dawn But I won't be done when morning comes Doin' it all night all summer Gonna spend it like no other It was a crush I kept saying I'm a stay in touch But that thing went bust So I gave it up No tricks no bluff I'm just better off without them cuffs Yeah the sun won't set on us Went low went high Still waters run dry Gotta get back in the groove I ain't ever worry Went low went high What matters is now Getting right back in the mood I live my day as if it was the last Live my day as if there was no past Doin' it all night all summer Doin' it the way I wanna Yeah I'm a dance my heart out 'til the dawn But I won't be done when morning comes Doin' it all night all summer Gonna spend it like no other Now I've found another crush The lush life's given me a rush Had one chance to make me blush Second time is one too late Now I've found another crush The lush life's given me a rush Had one chance to make me blush Second time is one too late I live my day as if it was the last Live my day as if there was no past Doin' it all night all summer Doin' it the way I wanna Yeah I'm a dance my heart out 'til the dawn But I won't be done when morning comes Doin' it all night all summer Gonna spend it like no other Now I've found another crush The lush life's given me a rush Had one chance to make me blush Second time is one too late Now I've found another crush The lush life's given me a rush Had one chance to make me blush Second time is one too late,1
116,Let's go girls c'mon I'm goin' out tonight I'm feelin' alright Gonna let it all hang out Wanna make some noise really raise my voice Yeah I wanna scream and shout No inhibitions make no conditions Get a little outta line I ain't gonna act politically correct I only wanna have a good time The best thing about bein' a woman Is the prerogative to have a little fun and Oh oh oh go totally crazy forget I'm a lady Men's shirts short skirts Oh oh oh really go wild-yeah doin' it in style Oh oh oh get in the action feel the attraction Color my hair do what I dare Oh oh oh I wanna be free-yeah feel the way I feel Man I feel like a woman The girls need a break tonight we're gonna take The chance to get out on the town We don't need romance we only wanna dance We're gonna let our hair hang down The best thing about bein' a woman Is the prerogative to have a little fun and Oh oh oh go totally crazy forget I'm a lady Men's shirts short skirts Oh oh oh really go wild-yeah doin' it in style Oh oh oh get in the action feel the attraction Color my hair do what I dare Oh oh oh I wanna be free-yeah to feel the way I feel Man I feel like a woman Uh Oh Oh Yeah The best thing about bein' a woman Is the prerogative to have a little fun (fun) fun Oh oh oh go totally crazy forget I'm a lady Men's shirts short skirts Oh oh oh really go wild-yeah doin' it in style Oh oh oh get in the action feel the attraction Color my hair do what I dare Oh oh oh I wanna be free-yeah to feel the way I feel Man I feel like a woman Oh Oh Oh yeah I get totally crazy Can you feel it? Come come come on baby I feel like a woman,1
118,Drop down on a desert ride Just outside the 95 Never felt more more alive I got my chicas by my side  If we want it we take it If we need money we make it Nobody knows if we fake it You like to watch while we shake it I know we're making you thirsty You want us all in the worst way You don't understand I don't need a man  Me and my girls me and my girls Me and my me and my me and my me and my girls Me and my girls me and my girls No jodas nosotras Me and my girls Me and my girls  The night is dark but the moon is bright We're staring at this summer night Tan skin looks damn good in white Stripping down by the Hollywood sign  If we want it we take it If we need money we make it Nobody knows if we fake it You like to watch while we shake it I know we're making you thirsty You want us all in the worst way You don't understand I don't need a man  Me and my girls me and my girls Me and my me and my me and my me and my girls Me and my girls me and my girls No jodas nosotras Me and my girls Me and my girls  I'm going home with who I came with And who I came with's not you I'm going home with who I came with And who I came with's not you I'm going home with who I came with And who I came with's not you I'm going home with who I came with And who I came with's Me and my girls me and my girls You can look but don't touch I'm not here to hook up I'm just here to turn up Tonight is just us  Me and my girls Me and my girls Me and my girls No jodas nosotras Me and my girls ,1
120,Miss Independent Miss self-sufficient Miss keep your distance mmmm Miss unafraid Miss out of my way Miss don't let a man interfere no Miss on her own Miss almost grown Miss never let a man help her off her throne So by keeping her heart protected She'll never ever feel rejected Little miss apprehensive Said ooh she fell in love What is this feeling taking over? no! Thinking no one could open the door Surprise it's time to feel what's real What happened to Miss Independent's no longer need to be defensive? Goodbye old you when love is true Misguided heart Miss play it smart Miss if you wanna use that line you better not start no But she miscalculated She didn't wanna end up jaded And this miss decided not to miss out on true love So by changing a misconception She went in a new direction And found inside she felt a connection She fell in love What is this feeling taking over? no! Thinking no one could open the door Surprise it's time to feel what's real What happened to Miss Independent's no longer need to be defensive? Goodbye old you when love is true (when love is true) When Miss Independent walked away No time for love that came her way She looked in the mirror and thought today What happened to miss no longer afraid? It took some time for her to see How beautiful love could truly be No more talk of why can't that be me I'm so glad I've finally seen What is this feeling taking over? no! Thinking no one could open the door Surprise it's time to feel what's real What happened to Miss Independent's no longer need to be defensive? Goodbye old you when love is true (when love is true) Miss Independent,1
121,Some girls feel best in their tiny dresses Some girls in nothin' but sweatpants looking like a princess Some girls kiss new lips every single night They're staying out late cause they just celebrating life You know some days you feel so good in your own skin But it's okay if you want to change the body that you came in 'Cause you look greatest when you feel like a damn queen We're all just playing a game in a way trying to win that life Most girls are smart and strong and beautiful Most girls work hard go far we are unstoppable Most girls our fight to make every day No two are the same I wanna be like I wanna be like most girls I wanna be like I wanna be like most girls I wanna be like I wanna be like I wanna be like I wanna be like I wanna be like I wanna be like Some girls like to keep their physique real private Some girls wear jeans so tight 'cause it feels so right yeah Some girls every day searching keep the blades turning Sleeping in late cause they're just celebrating life You know some days you feel so good in your own skin But it's okay if you want to change the body that you came in 'Cause you look greatest when you feel like a damn queen We're all just playing a game in a way trying to win that life Most girls are smart and strong and beautiful Most girls work hard go far we are unstoppable Most girls our fight to make every day No two are the same I wanna be like I wanna be like most girls I wanna be like I wanna be like most girls I wanna be like I wanna be like I wanna be like I wanna be like I wanna be like I wanna be like Most girls yeah Most girls Wanna be wanna be wanna be Most girls our fight to make every day No two are the same I wanna be like Most girls I wanna be like I wanna be like most girls I wanna be like I wanna be like I wanna be like I wanna be like I wanna be like,1
122,Gimme a beat! Sittin' in the movie show Thinkin' nasty thoughts Better be a gentleman Or you'll turn me off That's right lemme tell it Nasty nasty boys don't mean a thing Oh you nasty boys Nasty nasty boys don't ever change Oh you nasty boys I don't like no nasty girl I don't like nasty food The only nasty thing I like Is a nasty groove Will this one do? Uh huh I know... say... Nasty nasty boys don't mean a thing Oh you nasty boys Nasty nasty boys don't ever change Oh you nasty boys Nasty nasty boys gimme a nasty groove Oh you nasty boys Nasty nasty boys lemme see your nasty body move Oh you nasty boys I could learn to like this listen up... I'm not a prude I just want some respect So close the door if you want me to respond Cause privacy is my middle name My last name is control No my first name ain't baby It's Janet... Ms. Jackson if you're nasty Nasty nasty boys don't mean a thing Oh you nasty boys Nasty nasty boys don't ever change Oh you nasty boys Nasty boys don't mean a thing Oh you nasty boys don't mean a thing to me Nasty... don't mean a thing Oh you nasty boys (I like this part) Hey! Who's that thinkin' nasty thoughts? Nasty boys! Who's that in that nasty car? Nasty boys! Who's that eatin' that nasty fruit? Nasty boys! Who's jammin' to my nasty groove? Nasty boys! Ladies? Nasty boys don't mean a thing Oh you nasty boys,1
123,(One one one)  Talkin' in my sleep at night makin' myself crazy (Out of my mind out of my mind) Wrote it down and read it out hopin' it would save me (Too many times too many times)  My love he makes me feel like nobody else nobody else But my love he doesn't love me so I tell myself I tell myself  One don't pick up the phone You know he's only calling 'cause he's drunk and alone Two don't let him in You'll have to kick him out again  Three don't be his friend You know you're gonna wake up in his bed in the mornin' And if you're under him You ain't gettin' over him  I got new rules I count 'em I got new rules I count 'em I gotta tell them to myself I got new rules I count 'em I gotta tell them to myself  I keep pushin' forwards but he keeps pullin' me backwards (Nowhere to turn no way nowhere to turn no) Now I'm standin' back from it I finally see the pattern (I never learn I never learn)  But my love he doesn't love me so I tell myself I tell myself I do I do I do  One don't pick up the phone You know he's only calling 'cause he's drunk and alone Two don't let him in You'll have to kick him out again  Three don't be his friend You know you're gonna wake up in his bed in the mornin' And if you're under him You ain't gettin' over him  I got new rules I count 'em I got new rules I count 'em I gotta tell them to myself I got new rules I count 'em I gotta tell them to myself  Practice makes perfect I'm still tryna learn it by heart (I got new rules I count 'em) Eat sleep and breathe it rehearse and repeat it 'cause I (I got new I got new I got new)  One don't pick up the phone You know he's only calling 'cause he's drunk and alone Two don't let him in You'll have to kick him out again  Three don't be his friend You know you're gonna wake up in his bed in the mornin' And if you're under him You ain't gettin' over him  I've got new rules I count 'em I've got new rules I count 'em I've gotta tell them to myself I've got new rules I count 'em (Baby you know I count 'em) I've gotta tell them to myself  Don't let him in don't let him in (Don't don't don't don't) Don't be his friend don't be his friend (Don't don't don't don't) Don't let him in don't let him in (Don't don't don't don't) Don't be his friend don't be his friend (Don't don't don't don't)  You're gettin' over him ,1
124,I wonder who mothafucking representin' in here tonight Hold on hold on I keep letting you back in How can I explain myself? Care for me care for me! I know you care for me! There for me there for me! (Louisiana shit) Said you'd be there for me! Cry for me cry for me! (Murda on the beat) You said you'd die for me! Give to me give to me! Why won't you live for me?! I keep letting you back in How can I explain myself? Care for me care for me! I know you care for me! There for me there for me! (A song for y'all to cut up to you know?) Said you'd be there for me! Cry for me cry for me! (Yeah) You said you'd die for me! Give to me give to me! Why won't you live for me?! Everybody get your mothafuckin' roll on I know shorty and she doesn't want no slow song Had it made last year life goes on Haven't let that thing loose girl in so long You been inside know you like to lay low I've been peepin' what you bringin' to the table Workin' hard girl everything paid for First last phone bill car note cable With your phone out gotta hit them angles With your phone out snappin' like you Fabo And you showin' off but it's alright And you showin' off but it's alright It's a short life yuh Care for me care for me! I know you care for me! There for me there for me! Said you'd be there for me! Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?! That's a real one in your reflection Without a follow without a mention You rarely pipin' up on these niggas You gotta be nice for what to these niggas I understand you gotta hunnid bands You got it baby Benz You got some bad friends High school pics you was even bad then You ain't stressing off no lover in the past tense You already had then Work at 8am finish around five Hoes talk down you don't see them outside They don't really be the same offline You know dog days you know hard times Doing overtime for the last month Saturday call the girls get em gassed up Gotta hit the club gotta make that ass jump Gotta hit the club like you hit them muthafucking angles With your phone out snappin' like you Fabo And you showin' off but it's alright And you showin' off but it's alright It's a short life yuh These hoes Your boy I may Watch the breakdown Care for me care for me! I know you care for me! There for me there for me! Said you'd be there for me! Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?! Gotta make that jump Gotta make that- Gotta make that- Gotta make that jump Gotta make that- Gotta make that- Gotta make that jump Gotta make that- Gotta make that- That's a real one in your reflection Without a follow without a mention You rarely piping up on these niggas You gotta be nice for what to these niggas I understand Care for me care for me! I know you care for me! There for me there for me! Said you'd be there for me! Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?! Gotta hit the club like you hit them hit them angles It's a short life yuh Cry for me cry for me! You said you'd die for me! Give to me give to me! Why won't you live for me?!,1
125,I think it's so cute and I think it's so sweet! How you let your friends encourage you to try and talk to me But let me stop you there Oh before you speak... Nah to the ah to the no no no! My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no! My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no! First you gonna say you ain't runnin' game thinkin' I'm believing every word Call me beautiful so original telling me I'm not like other girls I was in my zone before you came along now I'm thinking maybe you should go Blah blah blah blah I be like nah to the I to the I to the no no no! All my ladies listen up If that boy ain't giving up Lick your lips and swing your hips Girl all you gotta say is... My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no! My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no! Thank you in advance I don't wanna dance (nope!) I don't need your hands all over me If I want a man then I'mma get a man But it's never my priority I was in my zone before you came along Don't want you to take this personal Blah blah blah I be like nah to the ah to the no no no! All my ladies listen up If that boy ain't giving up Lick your lips and swing your hips Girl all you gotta say is... My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable (Nah to the ah to the no no no) I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable (Nah to the ah to the no no no) All my ladies listen up If that boy ain't giving up Lick your lips and swing your hips Girl all you gotta say is... My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no My name is no My sign is no My number is no You need to let it go You need to let it go Need to let it go Nah to the ah to the no no no I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable I'm feeling... Untouchable untouchable (Nah to the ah to the no no no...),1
126,No black person is ugly No black person is ugly No black person is ugly No black person is ugly Make another dime a day tryna make it rhyme away Sometime my skin is the reason I'm alive today Bigger than just a race no card just a race No smile fix your face we all live in this place Tryna make peace with the police I'm not on probation so why you out asking me This is not just about black or wasn't about black When we talk about that you wonder why I talk back My English not perfect I'm not the best at school But understand I'm () I love life's rules Homeless people will even give me money I'm too real for the game Reflection of the fame I got cash I hide all the pain Your skin black people they won't say a thing That drama is a shame They wanna kill you before they even know your name Sunshine sunshine lookin' for the sunshine No black is person is ugly don't say it one time No black is person is ugly don't say it one time No black is person is ugly don't say it one time I'm sorta like a panther I'm silent like the underground Dealing with the trials of life how did we get here today Black people not showed in the media I was told that you gotta afro that you gotta big nose That your lips are too big that you're talking low My people understand so why you don't know It's just communication If we all sat down and got past the revelations The future of the people Advancement tryna take chances the media Propaganda it slandered the black beauty I'm not stupid I see it everyday They got shows like Jailbreak but won't help you get straight I'm tryna see black on more magazines On the streets the hoods that you're claimin' Never been racist so I understand if you wanted Try to change places I've seen the other side and I know that's amazin' Life is amazin' They want you to work to enslave you They try to trick you to think they made you Y'all got a voice stand up against violence If it's close to your home stand up against rape No means no clean up the streets You feel me And stop that beef Hands up for peace on the streets,1
127,It's raining it's pouring My lovelife is boring me to tears After all these years  No sunshine No moonlight No stardust No sign of romance We don't stand a chance  I've always dreamed I found the perfect lover But he turned out to be Like every other man Our love our love  Raining (raining) Pouring (pouring) There's nothing left for us here And we won't waste another tear  If you've had enough Don't put up with his stuff Don't you do it  If you've had your fill Gt the check pay the bill You can do it  Tell him to just get out  Nothing left to talk about  Pack his raincoat show him out  Just look him in the eye And simply shout: Enough is enough I can't go on I can't go on No more no Enough is enough I want him out I want him out That door now  Enough is enough Enough is enough That's enough  If you've reached the end Don't pretend that is right When it's over  (It's over) If the feeling is gone Don't think twice Just move on Get it over  (Over over)  Tell him to just get out Say it clearly Spell it out Enough is enough is enough I can't go on I can't go on No more no Enough is enough is enough I want him out I want him out That door now  Enough is enough Enough is enough That's enough  I've always dreamed To find the perfect lover But he turns out to be Like every other man Our love (I had no choice from the start) Our love (I've gotta listen to my heart) Our love (Tearing us apart)  Enough is enough is enough I can't go on I can't go on No more no Enough is enough is enough I want him out I want him out That door now  Enough is enough Enough is enough That's enough  No more tears (No more tears) No more tears (No more tears) No more tears (No more tears) No more tears (No more tears) Enough is enough Is enough is enough Is enough is enough I've had it You've had it He's had it We've had is  I always dreamed I find the perfect lover  But he turned out to be Like every other man  I had no choice from the start I've gotta listen to my heart Tearing us apart  Enough is enough is enough I can't go on I can't go on No more no Enough is enough is enough I want him out I want him out That door now  Goodbye mister Goodbye goodbye mister Goodbye sugar  It's raining It's pouring There's nothing left For us here And we won't waist Another tear  No more tears Is enough is enough Is enough is enough Is enough is enough Is enough is enough! ,1
128,A scrub is a guy that think he's fine and is Also known as a buster (buster buster) Always talkin' about what he wants And just sits on his broke ass So No I don't want your number (no) I don't want to give you mine and (no) I don't want to meet you nowhere (no) Don't want none of your time and No I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me But a scrub is checkin' me but his game is kinda weak And I know that he cannot approach me 'Cause I'm lookin' like class and he's lookin' like trash Can't get wit' no deadbeat ass So (yeah yeah) No I don't want your number (no) I don't want to give you mine and (no) I don't want to meet you nowhere (no) I don't want none of your time No I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me If you don't have a car and you're walking Oh yea son I'm talking to you If you live at home wit' your momma Oh yes son I'm talking to you (baby) If you have a shorty but you don't show love Oh yes son I'm talking to you Wanna get with me with no money Oh no I don't want no (oh) (No) no scrub (Scrub)(no love) (No) no scrub (Scrub) no no (No) no scrub (Scrub) no no no no (no) (Scrub) no no No I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me See if you can't spatially expand my horizons Then that leaves you in a class with scrubs never risin' I don't find it surprisin' if you don't have the g's To please me and bounce from here to the coast of overseas So let me give you somethin' to think about Inundate your mind with intentions to turn you out Can't forget the focus on the picture in front of me You as clear as DVD on digital TV screen Satisfy my appetite with something spectacular Check your vernacular and then I get back to ya With diamond like precision insatiable is what I envision Can't detect acquisition from your friend's expedition Mr. Big Willy if you really wanna know Ask Chilli could I be a silly ho Not really T-Boz and all my señoritas Is steppin' on your Filas but you don't hear me though No I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side Of his best friend's ride Trying to holler at me I don't want no scrub A scrub is a guy that can't get no love from me Hanging out the passenger side...,1
129,Oh kiss me Flick your cigarette then kiss me Kiss me where your eye won't meet me Meet me where your mind won't kiss me Flick your eyes and mind and then hit me Hit me with your eyes so sweetly Oh you know you know you know you that Yes I love I mean I'd Love to get to know you Do you never wonder? No no no no you girls never know Oh no you girls'll never know No you girls never know How you make a boy feel You girls never know Oh no you girls'll never know No you girls never know How you make a boy feel How you make a boy Oh kiss me Flick your cigarette and then kiss me Kiss me where your eye won't meet me Meet me where your eye won't flick me uh Flick your mind and mine so briefly Oh ya know ya know ya so sweetly Oh you know you know I know that I love you I mean I I mean I need to love Do you never wonder? No no no no you girls never know Oh no you girls'll never know No you girls never know How you make a boy feel You girls never know Oh no you girls'll never know No you girls never know How you make a boy feel How you make a boy feel How you make a boy Sometimes I say stupid things But I think well I mean I Sometimes I think the stupidest things Because I never wonder How the girl feels Oh how the girl feels No you boys never care Oh no you boys'll never care No you boys never care How the girl feels You boys never care You dirty boys'll never care No you boys never care How the girl feels Oh how the girl feels Oh how the girl feels,1
